date,equipment,is_holiday,is_weekend,recorded_at,total_patients_last_7_days,total_patients_last_day,total_usage_last_7_days,total_usage_last_day,value
2024-05-14,IV Stands,True,False,2026-04-17 08:55:29,1295,214,188,33,96
2024-08-07,X-ray Machines,False,False,2026-04-17 08:55:29,1211,171,276,35,110
2024-09-01,X-ray Machines,False,True,2026-04-17 08:55:29,601,88,39,7,18
2024-01-05,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,596,89,107,15,43
2024-04-08,Defibrillators,False,False,2026-04-17 08:55:29,903,117,36,7,17
2024-09-27,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,770,100,38,7,22
2024-07-14,IV Stands,False,True,2026-04-17 08:55:29,1283,189,101,13,38
2024-04-17,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,887,143,126,20,60
2024-02-04,IV Stands,False,True,2026-04-17 08:55:29,1358,173,100,17,52
2024-07-18,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1027,148,138,22,65
2024-10-17,Ventilators,False,False,2026-04-17 08:55:29,1158,183,217,32,95
2024-03-31,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,780,123,50,10,32
2024-02-09,Ventilators,False,False,2026-04-17 08:55:29,701,110,93,13,41
2024-11-01,Defibrillators,False,False,2026-04-17 08:55:29,835,119,196,29,92
2024-03-29,Defibrillators,False,False,2026-04-17 08:55:29,1326,187,121,18,55
2024-03-24,X-ray Machines,False,True,2026-04-17 08:55:29,1431,202,67,10,32
2024-01-23,Ventilators,False,False,2026-04-17 08:55:29,756,121,111,20,57
2024-03-27,Defibrillators,False,False,2026-04-17 08:55:29,953,134,145,24,79
2024-10-31,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,561,91,83,12,33
2024-11-16,Stretchers,False,True,2026-04-17 08:55:29,805,110,207,26,77
2024-02-18,X-ray Machines,False,True,2026-04-17 08:55:29,615,89,44,8,25
2024-04-13,Defibrillators,False,True,2026-04-17 08:55:29,1727,218,288,42,125
2024-08-26,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1001,144,46,7,18
2024-09-09,X-ray Machines,False,False,2026-04-17 08:55:29,825,110,137,20,56
2024-01-26,CT Scanners,False,False,2026-04-17 08:55:29,864,125,139,18,51
2024-03-31,Wheelchairs,False,True,2026-04-17 08:55:29,1189,156,108,15,44
2024-05-24,CT Scanners,False,False,2026-04-17 08:55:29,1593,218,173,31,92
2024-04-27,Crash Carts,False,True,2026-04-17 08:55:29,1082,139,68,9,26
2024-09-23,Crash Carts,False,False,2026-04-17 08:55:29,944,153,217,36,107
2024-11-06,Wheelchairs,False,False,2026-04-17 08:55:29,1080,143,75,10,26
2024-02-02,Defibrillators,False,False,2026-04-17 08:55:29,1058,134,119,19,55
2024-06-11,Defibrillators,False,False,2026-04-17 08:55:29,1444,195,213,31,96
2024-10-16,Wheelchairs,False,False,2026-04-17 08:55:29,1413,217,100,15,45
2024-12-05,X-ray Machines,False,False,2026-04-17 08:55:29,949,136,193,33,96
2024-06-17,CT Scanners,False,False,2026-04-17 08:55:29,1220,186,52,10,28
2024-02-23,Wheelchairs,False,False,2026-04-17 08:55:29,1745,219,281,50,149
2024-08-03,IV Stands,False,True,2026-04-17 08:55:29,920,138,90,13,37
2024-04-24,Crash Carts,False,False,2026-04-17 08:55:29,1252,203,177,32,95
2024-10-29,Defibrillators,False,False,2026-04-17 08:55:29,1156,177,215,36,110
2024-08-06,Crash Carts,False,False,2026-04-17 08:55:29,888,133,48,8,24
2024-01-10,IV Stands,False,False,2026-04-17 08:55:29,1596,204,308,45,136
2024-10-05,Ventilators,False,True,2026-04-17 08:55:29,988,129,66,9,34
2024-12-06,Electrosurgical Units (Cautery),True,False,2026-04-17 08:55:29,630,84,47,9,24
2024-10-25,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,820,118,70,10,27
2024-04-16,X-ray Machines,True,False,2026-04-17 08:55:29,492,80,85,13,39
2024-02-27,Defibrillators,False,False,2026-04-17 08:55:29,1061,157,184,30,90
2024-08-29,IV Stands,False,False,2026-04-17 08:55:29,1287,177,89,14,42
2024-09-23,Ventilators,False,False,2026-04-17 08:55:29,1287,192,248,39,118
2024-06-07,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1274,187,109,19,64
2024-05-04,Defibrillators,False,True,2026-04-17 08:55:29,833,116,174,22,72
2024-08-24,IV Stands,False,True,2026-04-17 08:55:29,896,138,169,23,67
2024-07-10,Ventilators,False,False,2026-04-17 08:55:29,1027,132,46,8,25
2024-02-13,Defibrillators,False,False,2026-04-17 08:55:29,997,161,71,9,26
2024-08-20,Crash Carts,False,False,2026-04-17 08:55:29,1159,182,141,21,68
2024-09-09,Wheelchairs,False,False,2026-04-17 08:55:29,738,93,53,9,27
2024-12-10,Crash Carts,False,False,2026-04-17 08:55:29,1539,207,187,34,102
2024-05-07,IV Stands,False,False,2026-04-17 08:55:29,502,80,110,19,56
2024-11-15,IV Stands,False,False,2026-04-17 08:55:29,1105,144,64,11,35
2024-02-08,Wheelchairs,False,False,2026-04-17 08:55:29,616,99,51,8,30
2024-06-01,Wheelchairs,False,True,2026-04-17 08:55:29,1270,173,239,34,104
2024-09-27,X-ray Machines,False,False,2026-04-17 08:55:29,1079,156,113,20,60
2024-01-01,IV Stands,False,False,2026-04-17 08:55:29,1020,132,128,17,45
2024-02-08,X-ray Machines,False,False,2026-04-17 08:55:29,1305,201,182,26,76
2024-04-02,Defibrillators,False,False,2026-04-17 08:55:29,909,121,70,10,32
2024-06-24,Wheelchairs,False,False,2026-04-17 08:55:29,1253,194,185,28,84
2024-05-26,X-ray Machines,False,True,2026-04-17 08:55:29,1182,160,56,8,22
2024-01-08,Wheelchairs,False,False,2026-04-17 08:55:29,1298,180,109,17,49
2024-05-11,Stretchers,False,True,2026-04-17 08:55:29,942,156,144,20,56
2024-09-09,IV Stands,False,False,2026-04-17 08:55:29,897,148,94,13,36
2024-09-14,Defibrillators,False,True,2026-04-17 08:55:29,1353,198,67,13,39
2024-06-20,IV Stands,True,False,2026-04-17 08:55:29,1472,196,227,34,99
2024-04-20,Stretchers,False,True,2026-04-17 08:55:29,1067,134,155,22,69
2024-08-19,CT Scanners,False,False,2026-04-17 08:55:29,850,135,62,12,38
2024-06-20,IV Stands,False,False,2026-04-17 08:55:29,1399,205,246,33,99
2024-12-31,Wheelchairs,False,False,2026-04-17 08:55:29,1170,167,310,39,119
2024-06-27,Surgical Instrument Sets,True,False,2026-04-17 08:55:29,1090,149,192,35,104
2024-04-13,IV Stands,False,True,2026-04-17 08:55:29,755,111,68,11,31
2024-09-22,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1175,192,114,16,47
2024-09-18,Defibrillators,False,False,2026-04-17 08:55:29,1194,181,340,44,132
2024-12-31,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1342,205,270,44,131
2024-09-28,CT Scanners,False,True,2026-04-17 08:55:29,869,133,130,19,53
2024-10-09,Stretchers,False,False,2026-04-17 08:55:29,1228,177,190,24,68
2024-10-21,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1643,207,198,27,83
2024-09-25,X-ray Machines,False,False,2026-04-17 08:55:29,1201,160,188,26,76
2024-08-19,Stretchers,False,False,2026-04-17 08:55:29,1267,180,180,23,71
2024-10-16,Crash Carts,False,False,2026-04-17 08:55:29,1243,184,145,21,63
2024-12-11,Crash Carts,False,False,2026-04-17 08:55:29,1259,197,94,13,39
2024-02-22,X-ray Machines,False,False,2026-04-17 08:55:29,546,91,142,18,53
2024-04-16,Wheelchairs,False,False,2026-04-17 08:55:29,1278,195,207,29,89
2024-12-16,Stretchers,True,False,2026-04-17 08:55:29,617,89,60,10,28
2024-09-25,X-ray Machines,True,False,2026-04-17 08:55:29,1238,183,84,16,47
2024-12-21,Stretchers,False,True,2026-04-17 08:55:29,985,156,145,27,81
2024-04-22,Wheelchairs,False,False,2026-04-17 08:55:29,1057,137,168,26,79
2024-11-10,Ventilators,True,True,2026-04-17 08:55:29,558,86,83,11,37
2024-01-16,Wheelchairs,False,False,2026-04-17 08:55:29,1402,217,242,48,138
2024-01-30,CT Scanners,False,False,2026-04-17 08:55:29,720,104,27,5,12
2024-04-28,X-ray Machines,False,True,2026-04-17 08:55:29,1352,183,63,10,27
2024-01-09,Stretchers,False,False,2026-04-17 08:55:29,1044,150,101,14,42
2024-09-06,X-ray Machines,False,False,2026-04-17 08:55:29,1011,139,235,34,100
2024-03-12,Crash Carts,False,False,2026-04-17 08:55:29,1207,151,176,23,67
2024-07-11,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,856,111,73,14,46
2024-03-12,IV Stands,False,False,2026-04-17 08:55:29,1301,183,206,38,111
2024-10-29,Defibrillators,False,False,2026-04-17 08:55:29,596,90,139,18,52
2024-03-20,Wheelchairs,False,False,2026-04-17 08:55:29,1028,135,58,8,26
2024-10-24,CT Scanners,False,False,2026-04-17 08:55:29,925,123,47,8,25
2024-02-23,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,995,136,168,23,68
2024-03-23,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1113,185,302,44,133
2024-07-16,Stretchers,False,False,2026-04-17 08:55:29,1082,180,94,18,51
2024-05-01,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1502,189,301,44,129
2024-04-27,Ventilators,False,True,2026-04-17 08:55:29,1060,143,60,8,29
2024-09-19,Stretchers,False,False,2026-04-17 08:55:29,975,132,70,14,38
2024-01-30,Wheelchairs,False,False,2026-04-17 08:55:29,1700,220,238,39,113
2024-09-25,Wheelchairs,False,False,2026-04-17 08:55:29,944,123,192,30,88
2024-02-25,Ventilators,False,True,2026-04-17 08:55:29,1339,212,61,10,27
2024-12-22,IV Stands,False,True,2026-04-17 08:55:29,1059,168,250,34,103
2024-08-04,Stretchers,False,True,2026-04-17 08:55:29,945,125,79,10,36
2024-02-19,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,777,99,118,16,53
2024-02-26,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,943,126,51,8,22
2024-03-21,Ventilators,False,False,2026-04-17 08:55:29,1168,193,226,41,121
2024-02-27,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,759,110,141,19,50
2024-10-26,X-ray Machines,False,True,2026-04-17 08:55:29,1313,177,81,14,47
2024-10-06,X-ray Machines,False,True,2026-04-17 08:55:29,608,99,155,20,61
2024-01-06,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,661,94,87,12,38
2024-05-15,IV Stands,False,False,2026-04-17 08:55:29,1020,148,122,18,53
2024-02-10,CT Scanners,False,True,2026-04-17 08:55:29,1088,148,55,8,26
2024-04-20,IV Stands,False,True,2026-04-17 08:55:29,1133,159,91,17,47
2024-06-18,Stretchers,False,False,2026-04-17 08:55:29,906,150,153,21,65
2024-01-24,IV Stands,True,False,2026-04-17 08:55:29,760,110,156,22,64
2024-01-26,IV Stands,False,False,2026-04-17 08:55:29,649,87,59,11,34
2024-12-08,Ventilators,False,True,2026-04-17 08:55:29,1527,192,261,33,99
2024-03-24,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,1082,139,50,10,27
2024-08-17,Defibrillators,False,True,2026-04-17 08:55:29,679,105,138,19,56
2024-09-04,X-ray Machines,True,False,2026-04-17 08:55:29,1319,199,94,13,38
2024-03-15,X-ray Machines,False,False,2026-04-17 08:55:29,620,100,68,9,25
2024-12-08,Wheelchairs,False,True,2026-04-17 08:55:29,1195,168,68,9,29
2024-09-14,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,648,94,80,11,31
2024-02-25,Defibrillators,False,True,2026-04-17 08:55:29,732,105,85,13,43
2024-01-22,X-ray Machines,False,False,2026-04-17 08:55:29,1289,197,178,26,73
2024-01-04,X-ray Machines,False,False,2026-04-17 08:55:29,1261,180,91,16,53
2024-10-23,CT Scanners,False,False,2026-04-17 08:55:29,1482,213,169,26,74
2024-10-10,Wheelchairs,False,False,2026-04-17 08:55:29,1425,195,93,17,56
2024-02-15,IV Stands,True,False,2026-04-17 08:55:29,1461,205,113,21,60
2024-03-26,IV Stands,False,False,2026-04-17 08:55:29,1041,171,141,19,58
2024-12-14,Crash Carts,False,True,2026-04-17 08:55:29,1345,193,70,11,31
2024-06-14,IV Stands,False,False,2026-04-17 08:55:29,1189,151,86,12,31
2024-05-09,Stretchers,False,False,2026-04-17 08:55:29,1566,197,300,42,128
2024-06-01,Electrosurgical Units (Cautery),False,True,2026-04-17 08:55:29,1534,192,183,36,104
2024-01-14,CT Scanners,True,True,2026-04-17 08:55:29,1710,214,248,44,132
2024-09-22,Stretchers,False,True,2026-04-17 08:55:29,1129,166,166,25,77
2024-09-23,Crash Carts,False,False,2026-04-17 08:55:29,1412,205,247,44,131
2024-05-01,IV Stands,False,False,2026-04-17 08:55:29,1034,144,137,27,82
2024-12-12,Crash Carts,False,False,2026-04-17 08:55:29,839,127,140,23,75
2024-06-30,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,1330,203,129,18,57
2024-06-12,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,970,153,222,35,105
2024-08-08,Crash Carts,False,False,2026-04-17 08:55:29,1686,220,326,50,150
2024-09-20,X-ray Machines,False,False,2026-04-17 08:55:29,1073,136,75,12,35
2024-06-28,X-ray Machines,False,False,2026-04-17 08:55:29,1251,206,170,28,86
2024-08-25,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,1206,162,199,34,103
2024-02-22,X-ray Machines,False,False,2026-04-17 08:55:29,1423,181,256,33,101
2024-02-24,Ventilators,True,True,2026-04-17 08:55:29,1328,177,224,37,109
2024-12-25,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1090,140,194,25,69
2024-09-16,X-ray Machines,False,False,2026-04-17 08:55:29,1434,199,102,16,48
2024-09-05,Stretchers,False,False,2026-04-17 08:55:29,1090,181,125,19,55
2024-10-17,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1422,183,160,30,94
2024-04-11,Stretchers,False,False,2026-04-17 08:55:29,1345,173,71,11,29
2024-07-30,X-ray Machines,True,False,2026-04-17 08:55:29,993,134,129,25,74
2024-06-13,Wheelchairs,False,False,2026-04-17 08:55:29,1150,178,103,13,38
2024-04-15,CT Scanners,True,False,2026-04-17 08:55:29,878,115,77,14,43
2024-12-14,IV Stands,False,True,2026-04-17 08:55:29,1024,160,139,20,56
2024-08-30,Defibrillators,False,False,2026-04-17 08:55:29,1374,199,212,36,104
2024-12-10,Wheelchairs,False,False,2026-04-17 08:55:29,689,98,26,5,17
2024-07-21,Crash Carts,False,True,2026-04-17 08:55:29,727,98,60,8,23
2024-05-25,Crash Carts,False,True,2026-04-17 08:55:29,788,106,163,24,68
2024-01-19,Stretchers,False,False,2026-04-17 08:55:29,1534,194,99,15,40
2024-11-06,Ventilators,False,False,2026-04-17 08:55:29,625,89,97,14,42
2024-09-15,Wheelchairs,False,True,2026-04-17 08:55:29,795,131,89,17,53
2024-03-12,Crash Carts,False,False,2026-04-17 08:55:29,994,135,75,11,29
2024-11-25,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1355,179,50,9,33
2024-03-09,Crash Carts,False,True,2026-04-17 08:55:29,1311,170,166,32,95
2024-05-23,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1064,168,127,18,56
2024-02-11,Ventilators,False,True,2026-04-17 08:55:29,746,118,87,15,44
2024-11-27,IV Stands,False,False,2026-04-17 08:55:29,932,120,100,16,46
2024-05-07,Ventilators,False,False,2026-04-17 08:55:29,1101,174,70,11,37
2024-05-02,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,1023,158,53,8,20
2024-09-06,IV Stands,False,False,2026-04-17 08:55:29,1546,220,373,48,144
2024-03-05,X-ray Machines,False,False,2026-04-17 08:55:29,765,104,63,8,17
2024-07-28,Crash Carts,False,True,2026-04-17 08:55:29,1360,186,169,25,79
2024-08-10,IV Stands,False,True,2026-04-17 08:55:29,906,139,85,12,35
2024-05-09,Stretchers,False,False,2026-04-17 08:55:29,1008,162,278,38,113
2024-09-04,CT Scanners,False,False,2026-04-17 08:55:29,936,123,44,6,18
2024-03-20,Defibrillators,False,False,2026-04-17 08:55:29,1056,168,134,20,60
2024-02-27,CT Scanners,False,False,2026-04-17 08:55:29,815,102,91,13,38
2024-07-02,Defibrillators,False,False,2026-04-17 08:55:29,1486,216,129,23,65
2024-05-14,Ventilators,False,False,2026-04-17 08:55:29,1128,176,79,14,44
2024-04-10,X-ray Machines,False,False,2026-04-17 08:55:29,587,87,104,17,45
2024-08-13,CT Scanners,False,False,2026-04-17 08:55:29,683,105,94,18,56
2024-12-04,X-ray Machines,False,False,2026-04-17 08:55:29,686,105,55,8,29
2024-06-25,X-ray Machines,True,False,2026-04-17 08:55:29,1285,202,178,30,90
2024-11-19,Electrosurgical Units (Cautery),False,False,2026-04-17 08:55:29,738,105,167,25,75
2024-08-04,Defibrillators,False,True,2026-04-17 08:55:29,806,106,96,16,45
2024-07-14,X-ray Machines,False,True,2026-04-17 08:55:29,875,124,116,16,45
2024-02-08,IV Stands,False,False,2026-04-17 08:55:29,1534,212,94,17,54
2024-07-11,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1077,173,142,22,69
2024-08-15,Crash Carts,False,False,2026-04-17 08:55:29,1152,151,167,30,92
2024-09-16,IV Stands,False,False,2026-04-17 08:55:29,722,107,104,14,40
2024-03-19,Wheelchairs,False,False,2026-04-17 08:55:29,1031,168,171,28,89
2024-08-14,Defibrillators,True,False,2026-04-17 08:55:29,1645,211,268,37,112
2024-12-05,Stretchers,False,False,2026-04-17 08:55:29,550,91,151,21,61
2024-12-07,Defibrillators,False,True,2026-04-17 08:55:29,984,150,65,13,42
2024-05-25,Ventilators,False,True,2026-04-17 08:55:29,1330,171,63,10,29
2024-01-19,Defibrillators,False,False,2026-04-17 08:55:29,1003,140,140,20,59
2024-02-16,Crash Carts,False,False,2026-04-17 08:55:29,793,108,37,7,15
2024-11-21,CT Scanners,True,False,2026-04-17 08:55:29,1135,171,152,20,58
2024-08-03,IV Stands,False,True,2026-04-17 08:55:29,1464,190,199,27,79
2024-02-29,Stretchers,True,False,2026-04-17 08:55:29,688,91,145,21,62
2024-09-19,Wheelchairs,False,False,2026-04-17 08:55:29,1646,218,343,51,158
2024-05-18,CT Scanners,False,True,2026-04-17 08:55:29,1423,211,135,25,72
2024-10-28,IV Stands,False,False,2026-04-17 08:55:29,1183,166,59,9,26
2024-08-08,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1569,198,277,42,122
2024-10-21,Crash Carts,False,False,2026-04-17 08:55:29,947,157,205,36,111
2024-11-24,Wheelchairs,False,True,2026-04-17 08:55:29,1382,218,187,36,103
2024-11-24,Wheelchairs,False,True,2026-04-17 08:55:29,816,127,128,25,78
2024-11-24,Surgical Instrument Sets,False,True,2026-04-17 08:55:29,656,96,97,16,51
2024-11-03,Stretchers,False,True,2026-04-17 08:55:29,1011,165,177,35,109
2024-09-18,Ventilators,False,False,2026-04-17 08:55:29,858,116,59,11,32
2024-09-26,Crash Carts,False,False,2026-04-17 08:55:29,1573,197,133,24,67
2024-01-12,Wheelchairs,False,False,2026-04-17 08:55:29,648,83,54,10,28
2024-10-20,Ventilators,True,True,2026-04-17 08:55:29,752,116,105,20,56
2024-02-16,Stretchers,False,False,2026-04-17 08:55:29,546,90,26,5,13
2024-10-08,IV Stands,False,False,2026-04-17 08:55:29,1156,157,234,37,108
2024-09-01,IV Stands,False,True,2026-04-17 08:55:29,646,95,124,22,69
2024-02-01,Surgical Instrument Sets,False,False,2026-04-17 08:55:29,1175,155,148,25,73
2024-03-15,Stretchers,False,False,2026-04-17 08:55:29,1435,182,233,30,88
2024-05-01,Crash Carts,False,False,2026-04-17 08:55:29,930,149,100,13,42
